cpd:C00001	H2O; Water
cpd:C04494	Guanosine 3'-diphosphate 5'-triphosphate; Guanosine 5'-triphosphate,3'-diphosphate
cpd:C04498	p-Coumaroylagmatine; N-(4-Guanidinobutyl)-4-hydroxycinnamide; N-(4-Guanidinobutyl)-4-hydroxycinnamamide
cpd:C04501	N-Acetyl-alpha-D-glucosamine 1-phosphate
cpd:C04506	Protein C-terminal S-farnesyl-L-cysteine
cpd:C04517	1-(1-Alkenyl)-sn-glycero-3-phosphocholine; 1-Alkenyl-sn-glycero-3-phosphocholine; 1-Alkenylglycerophosphocholine; 1-O-Alk-1-enyl-glycero-3-phosphocholine
cpd:C04518	17alpha,20alpha-Dihydroxypregn-4-en-3-one
cpd:C04520	1D-myo-Inositol 3,4,5,6-tetrakisphosphate; D-myo-Inositol 3,4,5,6-tetrakisphosphate; Inositol 3,4,5,6-tetrakisphosphate
cpd:C04522	2-Chloro-2,5-dihydro-5-oxofuran-2-acetate; 5-Chloro-2,5-dihydro-2-oxofuran-5-acetate; 2-Chloro-5-oxo-2,5-dihydrofuran-2-acetate
cpd:C04525	Fecosterol; 24-Methylene-5alpha-cholest-8-en-3beta-ol
cpd:C04536	Magnesium protoporphyrin monomethyl ester; Magnesium-protoporphyrin IX 13-monomethyl ester; Mg-Protoporphyrin IX 13-monomethyl ester; Magnesium protoporphyrin IX 13-methyl ester
cpd:C04546	(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate
cpd:C04549	1-Phosphatidyl-1D-myo-inositol 3-phosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3'-phosphate)
cpd:C04553	3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate; 4-Carboxy-2,5-dihydro-2-oxofuran-5-acetate
cpd:C04554	3alpha,7alpha-Dihydroxy-5beta-cholestanate; 3alpha,7alpha-Dihydroxy-5beta-cholestanoate
cpd:C04555	Dehydroepiandrosterone sulfate; 3beta-Hydroxyandrost-5-en-17-one 3-sulfate; DHEA sulfate
cpd:C04556	4-Amino-2-methyl-5-phosphomethylpyrimidine; 4-Amino-5-phosphomethyl-2-methylpyrimidine
cpd:C04558	3-Methylmuconolactone; 4-Carboxymethyl-3-methylbut-2-en-1,4-olide
cpd:C04559	4-Methylmuconolactone; 4-Carboxymethyl-4-methylbut-2-en-1,4-olide
cpd:C04563	D-myo-Inositol 1,2,4,5,6-pentakisphosphate; 1D-myo-Inositol 1,2,4,5,6-pentakisphosphate; myo-Inositol 1,2,4,5,6-pentakisphosphate; Inositol 1,2,4,5,6-pentakisphosphate
cpd:C04573	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate; UDP-N-acetyl-D-glucosaminuronate; UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate
cpd:C04574	di-trans,poly-cis-Undecaprenyl diphosphate; Undecaprenyl diphosphate; Bactoprenyl diphosphate; ditrans,octacis-Undecaprenyl diphosphate
cpd:C04575	(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate; 2,3-Diketo-L-gulonate
cpd:C04576	Pentagalloylglucose; 1,2,3,4,6-Pentakis-O-galloyl-beta-D-glucose; Pentagalloyl-beta-D-glucose
cpd:C04577	15-OxoETE; (5Z,8Z,11Z,13E)-15-Oxoicosa-5,8,11,13-tetraenoic acid; 15-Oxo-5,8,11-cis-13-trans-eicosatetraenoate; 15-Oxo-5,8,11-cis-13-trans-icosatetraenoate
cpd:C04578	16-Methoxy-2,3-dihydro-3-hydroxytabersonine
cpd:C04579	Inositol 1,2,3,5,6-pentakisphosphate; myo-Inositol 1,2,3,5,6-pentakisphosphate; 1D-myo-Inositol 1,2,3,5,6-pentakisphosphate; 1L-myo-Inositol 1,2,3,4,5-pentakisphosphate
cpd:C04582	S-Methyl-5-thio-D-ribulose 1-phosphate
cpd:C04590	3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate
cpd:C04592	Toluene-cis-dihydrodiol; (1S,2R)-3-Methylcyclohexa-3,5-diene-1,2-diol
cpd:C04593	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate; Methylisocitrate; Methylisocitric acid
cpd:C04596	1,1-Dichloro-2,2-bis(4-chlorophenyl)ethylene; 1,1-Dichloro-2,2-bis(4'-chlorophenyl)ethylene; DDE
cpd:C04598	2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine; Platelet-activating factor; PAF
cpd:C04599	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine; MPTP
cpd:C04604	3-Hydroxy-2-methylpyridine-4,5-dicarboxylate
cpd:C04608	Apigenin 7-O-beta-D-glucoside; 7-O-beta-D-Glucosyl-5,7,4'-trihydroxyflavone; Apigenin 7-O-glucoside; Apigetrin; 7-(beta-D-Glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one; Cosmetin; Cosmosiin
cpd:C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]; (R)-3-Hydroxybutanoyl-[acyl-carrier protein]
cpd:C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]; (R)-3-Hydroxydecanoyl-[acyl-carrier protein]
cpd:C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein]; (R)-3-Hydroxyoctanoyl-[acyl-carrier protein]
cpd:C04623	DDT; 1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane; 1,1,1-Trichloro-2,2-bis-(4'-chlorophenyl)ethane; Clofenotane; Dichlorodiphenyltrichloroethane
cpd:C04628	Coenzyme B; N-(7-Mercaptoheptanoyl)threonine 3-O-phosphate; N-(7-Mercaptoheptanoyl)threonine O3-phosphate; HTP
cpd:C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine; UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine; UDP-N-acetylglucosamine-3-O-pyruvateether; UDP-N-acetylglucosamine enolpyruvate; UDP-N-acetyl-3-O-(1-carboxyvinyl)-alpha-D-glucosamine
cpd:C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]; (R)-3-Hydroxypalmitoyl-[acyl-carrier protein]; (3R)-3-Hydroxyhexadecanoyl-[acyl-carrier protein]; (R)-3-Hydroxyhexadecanoyl-[acyl-carrier protein]
cpd:C04635	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine; 1-Alkenylglycerophosphoethanolamine
cpd:C04637	1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate; 1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate; Phosphatidyl-myo-inositol 4,5-bisphosphate; Phosphatidylinositol-4,5-bisphosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate)
cpd:C04638	2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate; 2,3-Bis-O-(geranylgeranyl)-sn-glycerol-1-phosphate; 2,3-Digeranylgeranyl sn-glycerol 1-phosphate
cpd:C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine; 1-(5'-Phosphoribosyl)-N-formylglycinamidine; 5'-Phosphoribosyl-N-formylglycinamidine; 5'-Phosphoribosylformylglycinamidine; 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine
cpd:C04642	2-Hydroxy-5-carboxymethylmuconate semialdehyde; 5-Carboxymethyl-2-hydroxymuconate semialdehyde; 5-Carboxymethyl-2-hydroxymuconic semialdehyde
cpd:C04646	6-Thioinosine-5'-monophosphate; 9-(5-Phospho-1-ribofuranosyl)-6-mercaptopurine
cpd:C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine; UDP-2,3-bis(beta-hydroxymyristoyl)-D-glucosamine; UDP-2,3-bis(3-hydroxytetradecanoyl)-D-glucosamine; UDP-2,3-bis[O-(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine
cpd:C04666	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate; D-erythro-Imidazole-glycerol 3-phosphate; D-erythro-Imidazole-glycerol phosphate
cpd:C04672	(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid; (9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoate; (9Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoate; 12,13(S)-EOT; 12,13(S)-EOTrE
cpd:C04673	1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol; Amidino-3-keto-scyllo-inosamine
cpd:C04675	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA; 3-Hydroxy-3-isohexeneylglutaryl-CoA
cpd:C04676	Testololactone; 3-Oxo-13,17-secoandrost-4-ene-17,13alpha-lactone
cpd:C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide; 5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide; 5'-Phospho-ribosyl-5-amino-4-imidazole carboxamide; AICAR; 5-Aminoimidazole-4-carboxamide ribotide; 5-Phosphoribosyl-4-carbamoyl-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
cpd:C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]; (R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]; beta-Hydroxymyristyl-[acyl-carrier protein]; HMA
cpd:C04690	2-(Hydroxymethyl)-3-(acetamidomethylene)succinate; 2-(Acetamidomethylene)-3-(hydroxymethyl)succinate
cpd:C04691	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate; 3-Deoxy-D-arabino-hept-2-ulosonate 7-phosphate; 3-Deoxy-arabino-heptulonate 7-phosphate; 3-Deoxy-D-arabino-heptulosonic acid 7-phosphate; DAHP; 2-Dahp
cpd:C04702	UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala); UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine
cpd:C04706	cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide; cis-2-Chlorodienelactone; cis-4-Carboxymethylene-2-chlorobut-2-en-4-olide
cpd:C04712	(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate
cpd:C04713	N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate; N6-(Dimethylallyl)adenosine 5'-phosphate; Isopentenyl-AMP
cpd:C04717	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid
cpd:C04718	1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one
cpd:C04722	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oate; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanate
cpd:C04729	trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide; trans-2-Chlorodienelactone
cpd:C04732	5-Amino-6-(1-D-ribitylamino)uracil; 5-Amino-6-(D-ribitylamino)uracil; 6-(1-D-Ribitylamino)-5-amino-2,4-dihydroxypyrimidine; 6-(1-D-Ribitylamino)-5-aminouracil; 4-(1-D-Ribitylamino)-5-amino-2,6-dihydroxypyrimidine
cpd:C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide; 5'-Phosphoribosyl-5-formamido-4-imidazolecarboxamide; 5-Formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide; 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide; FAICAR
cpd:C04737	alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide; Globotriosylceramide; Trihexosylceramide; Gal-alpha1->4Gal-beta1->4Glc-beta1->1'Cer; Gal-alpha1->4LacCer; D-Galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide
cpd:C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine; UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine; UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine
cpd:C04742	(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE
cpd:C04748	Protein C-terminal S-farnesyl-L-cysteine methyl ester
cpd:C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-5-amino-4-carboxyimidazole; 5'-Phosphoribosyl-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-4-carboxy-5-aminoimidazole; 5'-Phosphoribosyl-4-carboxy-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate
cpd:C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate; 4-Amino-2-methyl-5-diphosphomethylpyrimidine
cpd:C04756	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine; Phosphatidalethanolamine; Plasmenylethanolamine; Ethanolamineplasmalogen; 2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine; 1-Alkenyl-2-acylglycerophosphoethanolamine
cpd:C04767	O-1,4-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate
cpd:C04773	3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate; 5-Pyridoxate; 5-Pyridoxic acid
cpd:C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole; alpha-Ribazole 5'-phosphate
cpd:C04780	8-[(1R,2R)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate; OPC-8:0
cpd:C04783	cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate; Phthalate-4,5-cis-dihydrodiol
cpd:C04785	13(S)-HPOT; (9Z,11E,15Z)-(13S)-Hydroperoxyoctadeca-9,11,15-trienoate; (9Z,11E,15Z)-(13S)-13-Hydroperoxyoctadeca-9,11,15-trienoic acid; 13(S)-HpOTrE; 13-HPOT
cpd:C04793	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione
cpd:C04796	4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde
cpd:C04797	5-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde
cpd:C04805	5(S)-HETE; 5-Hydroxyeicosatetraenoate; 5-HETE; (6E,8Z,11Z,14Z)-(5S)-5-Hydroxyicosa-6,8,11,14-tetraenoic acid
cpd:C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine; 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate; 7,8-Dihydropterin pyrophosphate
cpd:C04822	8(R)-HPETE; (5Z,9E,11Z,14Z)-(8R)-8-Hydroperoxyeicosa-5,9,11,14-tetraenoate; (5Z,9E,11Z,14Z)-(8R)-8-Hydroperoxyicosa-5,9,11,14-tetraenoate
cpd:C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole; 1-(5'-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole; 5'-Phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole; (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate; SAICAR
cpd:C04824	Lipid X; 2,3-Diacylglucosamine 1-phosphate; 2,3-Bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosaminyl 1-phosphate; 2,3-Bis(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl 1-phosphate
cpd:C04831	DIMBOA-glucoside; 2,4-Dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucoside; 2,4-Dihydroxy-7-methoxy-1,4-benzoxazin-3-one glucoside
cpd:C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide; Coenzyme M-HTP heterodisulfide; CoM-S-S-CoB; N-{7-[(2-Sulfoethyl)dithio]heptanoyl}-3-O-phospho-L-threonine
cpd:C04844	3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate; (1E,2Z)-3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate; DSHA
cpd:C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol; Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine
cpd:C04853	20-OH-Leukotriene B4; 20-OH-LTB4; 20-Hydroxy-leukotriene B4; (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyeicosa-6,8,10,14-tetraenoate; (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyicosa-6,8,10,14-tetraenoate
cpd:C04858	Apigenin 7-O-[beta-D-apiosyl-(1->2)-beta-D-glucoside]; 7-O-(beta-D-Apiofuranosyl-1,2-beta-D-glucosyl)-5,7,4'-trihydroxyflavone; Apiin; 7-[(2-O-D-Apio-beta-D-furanosyl-beta-D-glucopyranosyl)oxy]-5-hydroxy-2-(4-hydroxy-phenyl)-4H-1-benzopyran-4-one; Apioside
cpd:C04872	1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn-glycerol
cpd:C04874	2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine; Dihydroneopterin; 7,8-Dihydroneopterin
cpd:C04877	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diamino-heptanedioate
cpd:C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine
cpd:C04895	7,8-Dihydroneopterin 3'-triphosphate; 2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate; 6-(L-erythro-1,2-Dihydroxypropyl 3-triphosphate)-7,8-dihydropterin; 6-[(1S,2R)-1,2-Dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin
cpd:C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide; N-(5'-Phospho-D-ribosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide; N-(5'-Phosphoribosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide; Phosphoribosyl-formimino-AICAR-phosphate; 1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide; 1-(5-Phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide
cpd:C04900	Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide
cpd:C04911	D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide; GM1; GM1a; D-Galactosyl-1,3-beta-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosyl-N-acylsphingosine; Gal-beta1->3GalNAc-beta1->4(Neu5Ac-alpha2->3)Gal-beta1->4Glc-beta1->1'Cer
cpd:C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide; 5-[(5-Phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide; Phosphoribulosyl-formimino-AICAR-phosphate; 5-[(5-Phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide
cpd:C04919	2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate; 2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate; Lipid A disaccharide bisphosphate; Lipid IV(A); 2-Deoxy-2-{[(3R)-3-hydroxytetradecanoyl]amino}-3-O-[(3R)-3-hydroxytetradecanoyl]-4-O-phospho-beta-D-glucopyranosyl-(1->6)-2-deoxy-3-O-[(3R)-3-hydroxytetradecanoyl]-2-{[(3R)-3-hydroxytetradecanoyl]amino}-1-O-phospho-alpha-D-glucopyranose
cpd:C04932	Lipid A disaccharide; Tetraacyldisaccharide 1-phosphate; [2-N,3-O-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl]-(1->6)-[2-N,3-O-bis(3-hydroxytetradecanoyl)-alpha-D-glucosaminyl phosphate]; 2,3-Bis[(3R)-3-hydroxytetradecanoyl]-beta-D-glucosaminyl-(1->6)-2,3-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosaminyl 1-phosphate
cpd:C05005	Glycolipid
cpd:C05011	Hydroxytamoxifen; 4-Hydroxytamoxifen
cpd:C05042	Glufosinate; Phosphinothricin; 2-Amino-4-(hydroxymethylphosphinyl)butanoic acid
cpd:C05073	Coumermycin A1; Coumermycin
cpd:C05080	Novobiocin
cpd:C05100	3-Ureidoisobutyrate
cpd:C05102	alpha-Hydroxy fatty acid
cpd:C05103	4alpha-Methylzymosterol
cpd:C05107	7-Dehydrodesmosterol; Cholesta-5,7,24-triene-3beta-ol
cpd:C05108	14-Demethyllanosterol; 4,4-Dimethyl-5alpha-cholesta-8,24-dien-3beta-ol; 4,4-Dimethyl-8,24-cholestadienol
cpd:C05109	24,25-Dihydrolanosterol
cpd:C05113	Porphyrin
cpd:C05122	Taurocholate; Taurocholic acid; Cholyltaurine
cpd:C05123	2-Hydroxyethanesulfonate; 2-Hydroxyethanesulfonic acid; 2-Hydroxyethane-1-sulfonic acid; Isethionic acid; Isethionate
cpd:C05125	2-(alpha-Hydroxyethyl)thiamine diphosphate; 2-Hydroxyethyl-ThPP
cpd:C05127	N-Methylhistamine; 1-Methylhistamine; 1-Methyl-4-(2-aminoethyl)imidazole; Ntau-Methylhistamine
cpd:C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
cpd:C05131	(1-Ribosylimidazole)-4-acetate
cpd:C05133	4-Imidazolone-5-acetate; Imidazolone acetate; (5-Hydroxyimidazole)-4-acetate; 5-Hydroxy-4-imidazoleacetate
cpd:C05135	4-(beta-Acetylaminoethyl)imidazole; N-Acetylhistamine
cpd:C05138	17alpha-Hydroxypregnenolone
cpd:C05139	16alpha-Hydroxydehydroepiandrosterone; 5-Androstene-3beta,16alpha-diol-17-one
cpd:C05140	16alpha-Hydroxyandrost-4-ene-3,17-dione; 4-Androsten-16alpha-ol-3,17-dione
cpd:C05141	Estriol; 1,3,5(10)-Estratriene-3,16-alpha,17beta-triol
cpd:C05143	Dhurrin; (S)-4-Hydroxymandelonitrile beta-D-glucoside
cpd:C05145	3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate
cpd:C05158	trans-beta-D-Glucosyl-2-hydroxycinnamate; beta-D-Glucosyl-2-coumarate
cpd:C05161	2,5-Diaminohexanoate
cpd:C05165	2-Amino-5-oxocyclohex-1-enecarbonyl-CoA; 2-Amino-5-oxocyclohex-1-enecarboxyl-CoA
cpd:C05172	Selenophosphoric acid; Selenophosphate
cpd:C05174	(S)-Cheilanthifoline; (6aS)-6,6a,11,14-Tetrahydro-8-methoxy-12H-benzo[a]-1,3-benzodioxolo[4,5-g]quinolizim-9-ol
cpd:C05175	Stylopine; (S)-Stylopine; l-Tetrahydrocoptisine; 6,7,12b,13e-Tetrahydro-4H-bis[1,3]benzodioxolo[5,6-a:4',5'-g]quinolizine
cpd:C05176	(S)-N-Methylcoclaurine; (S)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol
cpd:C05177	Berbamunine; (1S)-1,2,3,4-Tetrahydro-1-[[4-[2-hydroxy-5-[[(1R)-1,2,3,4-tetrahydro-7-hydroxy-6-methoxy-2-methyl-1-isoquinolinyl]methyl]phenoxy]phenyl]methyl]-6-methoxy-2-methyl-7-isoquinolinol
cpd:C05178	(R)-Reticuline; (1R)-1,2,3,4-Tetrahydro-1-[(3-hydroxy-4-methoxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol
cpd:C05179	Salutaridine; Sinoacutine; 5,6,8,14-Tetradehydro-4-hydroxy-3,6-dimethoxy-17-methyl-morphinan-7-one
cpd:C05189	Protopine
cpd:C05190	6-Hydroxyprotopine
cpd:C05191	Dihydrosanguinarine; 13,14-Dihydro-13-methyl-[1,3]benzodioxolo[5,6-c]-1,3-dioxolo[4,5-i]phenanthridine
cpd:C05193	12-Hydroxydihydrochelirubine; 12-Hydroxychelirubine
cpd:C05194	Dihydrochelirubine; 13,14-Dihydro-5-methoxy-13-methyl-[1,3]benzodioxolo[5,6-c]-1,3-dioxolo[4,5-i]phenanthridine
cpd:C05200	3-Hexaprenyl-4,5-dihydroxybenzoate
cpd:C05202	3'-Hydroxy-N-methyl-(S)-coclaurine; (S)-3'-Hydroxy-N-methylcoclaurine
cpd:C05212	1-Radyl-2-acyl-sn-glycero-3-phosphocholine; 1-Organyl-2-acyl-sn-glycero-3-phosphocholine; 2-Acyl-1-alkyl-sn-glycero-3-phosphocholine
cpd:C05220	Salutaridinol; 5,6,8,14-Tetradehydro-3,6-dimethoxy-17-methyl-morphinan-4,7-diol
cpd:C05223	Dodecanoyl-[acyl-carrier protein]; Dodecanoyl-[acp]; Lauroyl-[acyl-carrier protein]
cpd:C05235	Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; Methylketol
cpd:C05239	5-Aminoimidazole; Aminoimidazole; 4-Aminoimidazole
cpd:C05243	(R)-N-Methylcoclaurine; (R)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol
cpd:C05247	10-Hydroxydihydrosanguinarine
cpd:C05258	(S)-3-Hydroxyhexadecanoyl-CoA
cpd:C05259	3-Oxopalmitoyl-CoA; 3-Ketopalmitoyl-CoA; 3-Oxohexadecanoyl-CoA
cpd:C05260	(S)-3-Hydroxytetradecanoyl-CoA
cpd:C05261	3-Oxotetradecanoyl-CoA
cpd:C05262	(S)-3-Hydroxydodecanoyl-CoA
cpd:C05263	3-Oxododecanoyl-CoA
cpd:C05264	(S)-Hydroxydecanoyl-CoA; (S)-3-Hydroxydecanoyl-CoA
cpd:C05265	3-Oxodecanoyl-CoA
cpd:C05266	(S)-3-Hydroxyoctanoyl-CoA; (S)-3-Hydroxycapryloyl-CoA; (S)-Hydroxyoctanoyl-CoA
cpd:C05267	3-Oxooctanoyl-CoA
